id,imageUrl,rating,voteCount,country,language,keywords,plot,cast,crew
tt0024034,https://m.media-amazon.com/images/M/MV5BZjY2NDYwNGEtOThiZS00ZWQyLWE5OTAtMTUwMjZlOTQ4ZWFjXkEyXkFqcGc@._V1_.jpg,7.3,13387,US,"('en',)","[""chorus girl"", ""great depression"", ""new york city"", ""national film registry"", ""broadway theatre"", ""theater director"", ""theater"", ""dance"", ""gala premiere"", ""rehearsal"", ""manhattan new york city"", ""broken ankle"", ""opening night"", ""blockbuster"", ""pre code film"", ""sugar daddy"", ""dancer"", ""pennsylvania"", ""new york"", ""broadway musical"", ""actress"", ""actor"", ""love"", ""catfight"", ""understudy"", ""heart disease"", ""famous line"", ""theatrical producer"", ""philadelphia pennsylvania"", ""chorus line"", ""42nd street manhattan new york city"", ""theatrical backer"", ""jealousy"", ""show must go on"", ""casting couch"", ""hood"", ""song in title"", ""singer"", ""singing"", ""deception"", ""damsel in distress"", ""slang"", ""cheesecake"", ""casting director"", ""ruse"", ""grief"", ""cinderella story"", ""defiance"", ""backstage musical"", ""workplace romance"", ""dressing room"", ""betrayal"", ""drunkenness"", ""tap dancing"", ""prohibition"", ""vaudeville"", ""mobster"", ""music conductor"", ""older man younger woman relationship"", ""infidelity"", ""stage show"", ""financial crisis""]","When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.","[""nm0062828"", ""nm0199841"", ""nm0107575"", ""nm0444528""]","[""nm0045800""]"
tt0024069,https://m.media-amazon.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1_.jpg,7.7,9462,US,"('en',)","[""composer"", ""new york city"", ""great depression"", ""manhattan new york city"", ""broadway manhattan new york city"", ""show business"", ""national film registry"", ""blockbuster"", ""stage musical"", ""roller skating"", ""mistaken identity"", ""pre code film"", ""new york"", ""pre code"", ""theatrical producer"", ""neighbor"", ""rehearsal"", ""chorus girl"", ""dance"", ""pianist"", ""milk bottle"", ""gold digger"", ""fancy dress"", ""stage production"", ""dancer"", ""chorus line"", ""pig latin"", ""remake"", ""blues singer"", ""roll call opening credits"", ""social criticism"", ""apartment"", ""living incognito"", ""financier"", ""false accusation"", ""tap dancing"", ""can opener"", ""blue blood"", ""brother brother relationship"", ""forbidden love"", ""charade"", ""bank check"", ""marriage"", ""marriage engagement"", ""jealousy"", ""impersonation"", ""piano"", ""poverty"", ""silhouette"", ""speakeasy"", ""showbiz comedy"", ""showbiz drama"", ""dance music"", ""classic musical"", ""year in title"", ""roommate"", ""class differences"", ""lawyer"", ""pekingese"", ""bedsheet"", ""oversleeping"", ""marriage proposal"", ""hangover"", ""songwriter"", ""singing"", ""scheme"", ""rich snob"", ""person in hiding"", ""attempted bribery"", ""rainstorm"", ""doughboy"", ""cash on delivery""]","A wealthy composer rescues unemployed Broadway performers with a new play, but insists on remaining anonymous.","[""nm0929925"", ""nm0000951"", ""nm0533956"", ""nm0444528""]","[""nm0503777""]"
tt0024184,https://m.media-amazon.com/images/M/MV5BMjczZWMwYmItMzM1Ny00NTUxLWEwOGUtYzZkODUwMDI3ZjQzXkEyXkFqcGc@._V1_.jpg,7.6,41805,US,"('en',)","[""scientist"", ""invisibility"", ""mad scientist"", ""bandaged face"", ""fugitive"", ""invisible man"", ""serial killer"", ""manhunt"", ""chemist"", ""based on novel"", ""sunglasses"", ""panic"", ""police"", ""the invisible man character"", ""insanity"", ""train wreck"", ""mysterious stranger"", ""based on the works of h.g. wells"", ""antidote"", ""universal classic monsters"", ""classic horror"", ""falling from height"", ""invisible being makes footprints"", ""experiment goes wrong"", ""west sussex"", ""megalomania"", ""mental breakdown"", ""snowstorm"", ""murder"", ""police protection"", ""inn"", ""bank"", ""falling down stairs"", ""national film registry"", ""running board"", ""trousers"", ""serum"", ""demanding privacy"", ""goggles"", ""hospital"", ""deathbed"", ""father daughter relationship"", ""bank robbery"", ""title spoken by character"", ""footprint"", ""implied male nudity"", ""death threat"", ""undressing"", ""secret"", ""experiment"", ""psychotronic film"", ""pre code film"", ""greed"", ""car goes over a cliff"", ""serial killer crime"", ""psychological horror"", ""biotech sci fi"", ""psychological thriller"", ""supernatural horror"", ""sliding a glass down a bar"", ""phone booth"", ""strangulation"", ""beer"", ""dating"", ""photograph"", ""scream"", ""playing darts"", ""police officer killed"", ""gunshot wound"", ""fear"", ""train"", ""bandage"", ""villain"", ""killer on the loose"", ""invisible killer"", ""body horror"", ""radio broadcast"", ""searchlight"", ""search party"", ""escape"", ""laboratory"", ""police officer"", ""fire"", ""news broadcast"", ""ink in face"", ""cat"", ""frustration"", ""despair"", ""barn"", ""village"", ""bicycle"", ""car crash"", ""villain as protagonist"", ""bar"", ""gossip"", ""prank"", ""hay"", ""pipe smoking"", ""fake nose"", ""countryside""]","A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.","[""nm0001647"", ""nm0001784"", ""nm0364203"", ""nm0871287""]","[""nm0001843""]"
tt0024188,https://m.media-amazon.com/images/M/MV5BM2ZiMjE3MWEtMGY4Ny00ODRlLTkxOWEtYzdiZDU4ZGRiYzljXkEyXkFqcGc@._V1_.jpg,7.3,11597,US,"('en',)","[""man beast"", ""genetic engineering"", ""mad scientist"", ""based on novel"", ""scientist"", ""unnatural experiment"", ""laboratory"", ""genetic science"", ""science runs amok"", ""metamorphosis"", ""human becoming an animal"", ""experiment gone wrong"", ""god complex"", ""murder"", ""mutant"", ""vivisection"", ""experiment"", ""genetics"", ""genetic scientist"", ""animal attack"", ""anthropomorphic animal"", ""anthropomorphism"", ""animal that acts human"", ""insanity"", ""playing god"", ""genetic"", ""reference to the island of doctor moreau the novel"", ""doctor"", ""fear"", ""body horror"", ""jungle island"", ""pre code film"", ""torture"", ""monster movie"", ""animal cruelty"", ""jungle"", ""megalomania"", ""island"", ""half human"", ""shipwreck"", ""moral reformation"", ""cat woman"", ""incarceration"", ""good versus evil"", ""animal becoming a human"", ""psychotronic film"", ""reference to dr. moreau"", ""remote island"", ""alcoholic doctor"", ""deception"", ""killed by an animal"", ""british horror literature on screen"", ""fugitives"", ""ceremony"", ""19th century literature on screen"", ""brutal sea captain"", ""wild animals"", ""escape"", ""south seas island"", ""brainwashing"", ""thought control"", ""facial disfiguration"", ""mutiny"", ""dictator"", ""samoa"", ""moral transformation"", ""science fiction horror"", ""duplicity"", ""male female relationship"", ""trap"", ""american abroad""]","A mad doctor conducts ghastly genetic experiments on a remote island in the South Seas, much to the fear and disgust of the shipwrecked sailor who finds himself trapped there.","[""nm0001452"", ""nm0035159"", ""nm0404885"", ""nm0000509""]","[""nm0448915""]"
tt0024216,https://m.media-amazon.com/images/M/MV5BYmFmNTFlN2QtZmEzNS00MTRmLWE1ZGUtODk5YzY1ZTkzMGUzXkEyXkFqcGc@._V1_.jpg,7.9,93241,US,"('en',)","[""giant ape"", ""giant gorilla"", ""manhattan new york city"", ""giant monster"", ""new york city"", ""dinosaur"", ""island"", ""jungle"", ""biplane"", ""filmmaking"", ""king kong character"", ""stop motion animation"", ""tyrannosaurus rex"", ""stegosaurus"", ""pterodactyl"", ""film director"", ""empire state building"", ""native chief"", ""train wreck"", ""falling into water"", ""eaten alive"", ""wall"", ""actress"", ""ritual"", ""abduction"", ""national film registry"", ""orchestral music score"", ""live action and animation"", ""climbing a building"", ""live action animation"", ""native tribe"", ""human sacrifice"", ""kaiju"", ""gas bomb"", ""escaped animal"", ""unemployment"", ""fog"", ""altar"", ""air raid"", ""panic"", ""spear"", ""animal fight"", ""hotel"", ""animal attack"", ""death of title character"", ""rooftop"", ""giant spider"", ""rescue"", ""machine gun"", ""ravine"", ""apple"", ""love"", ""tuxedo"", ""reporter"", ""cave"", ""beach"", ""fainting"", ""ladder"", ""theater"", ""rampage"", ""monster abducts woman"", ""shoplifting"", ""east indies"", ""cliff"", ""gate"", ""death of hero"", ""chasm"", ""canoe"", ""raft"", ""steamship"", ""giant animal"", ""scream"", ""diner"", ""blonde"", ""climbing a tree"", ""shackles"", ""famous line"", ""monster"", ""monster movie"", ""blockbuster"", ""part animated"", ""pre code film"", ""giant monster sci fi"", ""pre code"", ""jungle adventure"", ""island adventure"", ""monster horror"", ""urban adventure"", ""sea captain"", ""log bridge"", ""derailment"", ""uncharted island"", ""seaman"", ""broadway theatre"", ""indian ocean"", ""fruit stand"", ""rear screen projection"", ""practical effects"", ""reference to beauty and the beast"", ""expedition""]","A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.","[""nm0942039"", ""nm0035877"", ""nm0127677"", ""nm0717046""]","[""nm0178260"", ""nm0774325""]"
tt0024264,https://m.media-amazon.com/images/M/MV5BMDA5NWY5NzMtZDE2YS00YjdiLWIzYTktYjljOGY2Yzg3OTRmXkEyXkFqcGc@._V1_.jpg,7.2,8201,US,"('en',)","[""coming of age"", ""strong female lead"", ""strong female character"", ""female protagonist"", ""year 1864"", ""f rated"", ""gender in title"", ""holiday romance"", ""holiday movie"", ""civil war"", ""1800s"", ""1860s"", ""neighbor neighbor relationship"", ""marriage proposal"", ""19th century"", ""upskirt camera shot"", ""remake"", ""cukor and hepburn"", ""new england"", ""united states of america"", ""new york"", ""sister"", ""christmas film"", ""christmas movie"", ""american literature on screen"", ""american civil war"", ""scarlet fever"", ""love"", ""reference to raphael"", ""wedding gown"", ""reference to william shakespeare"", ""death"", ""binoculars"", ""illness"", ""bedridden"", ""bride"", ""prayer"", ""doctor"", ""easel"", ""drawing"", ""writer"", ""dance ball"", ""artist"", ""cheque"", ""snowman"", ""dancing"", ""guitarist"", ""oil lamp"", ""stage play"", ""applause"", ""acoustic guitar"", ""actress"", ""costume"", ""stage"", ""charity"", ""baby"", ""letter"", ""pantaloon"", ""fireplace"", ""maid"", ""pet cat"", ""tears"", ""writing slate"", ""student"", ""blackboard"", ""sled"", ""little girl"", ""soldier"", ""walking cane"", ""snoring"", ""pet dog"", ""snow"", ""parrot"", ""singing"", ""classroom"", ""reference to j.m.w. turner"", ""schoolteacher"", ""horse and carriage"", ""teacher student relationship"", ""christmas tree"", ""reference to tchaikovsky"", ""grandfather grandson relationship"", ""reference to leonardo da vinci"", ""orchestral music score"", ""hymn"", ""father daughter relationship"", ""family relationships"", ""ball"", ""aunt niece relationship"", ""wedding"", ""upper class"", ""tomboy"", ""shyness"", ""seamstress"", ""rich snob"", ""professor"", ""pianist"", ""new york city"", ""massachusetts"", ""german""]",A chronicle of the lives of sisters growing up in 19th-century New England.,"[""nm0000031"", ""nm0000910"", ""nm0510134"", ""nm0646829""]","[""nm0002030""]"
tt0024368,https://m.media-amazon.com/images/M/MV5BZmY5Nzk5OTEtYTJhOS00MTE2LTliYWEtNGMzOTNlZmM2Yjc3XkEyXkFqcGc@._V1_.jpg,6.8,7140,US,"('en',)","[""pre code"", ""pre code era"", ""1930s"", ""two strip technicolor"", ""wax sculpture"", ""trapped in a burning building"", ""stealing a corpse"", ""wax figure"", ""morgue"", ""year 1933"", ""drugs"", ""playboy"", ""molten wax"", ""wax museum"", ""scream"", ""dope fiend"", ""drug addict"", ""burn scar"", ""junkie"", ""insurance scam"", ""fire insurance"", ""burning building"", ""body snatcher"", ""stolen body"", ""apprentice"", ""burn victim"", ""pocket watch"", ""secret revealed"", ""pre code film"", ""new year's eve"", ""london england"", ""reference to joan of arc"", ""basement"", ""deaf mute"", ""body snatching"", ""secret room"", ""disfigurement"", ""year 1921"", ""1920s"", ""guillotine"", ""coroner"", ""entering through a window"", ""police detective"", ""whiskey"", ""insane man"", ""trapped in a room"", ""revenge"", ""police raid"", ""killer"", ""museum"", ""house of wax"", ""wax statue"", ""wax"", ""reporter"", ""corpse"", ""new york city"", ""autopsy"", ""suicide"", ""newspaper reporter"", ""blonde"", ""manservant"", ""reference to maximilian i of mexico"", ""murder suspect"", ""reference to marie antoinette"", ""reference to voltaire"", ""boyfriend girlfriend relationship"", ""scarred face"", ""reference to frankenstein"", ""arson"", ""police"", ""murder"", ""woman reporter"", ""psychotronic film"", ""stalker"", ""insurance money"", ""economic hardship"", ""threat to fire someone"", ""narcotics"", ""turning off the lights"", ""millionaire"", ""handicapped"", ""look alike"", ""wisecrack"", ""toe tag"", ""reference to napoleon bonaparte"", ""bottle of whiskey"", ""confession"", ""vat"", ""fiance fiancee relationship"", ""man uses a wheelchair"", ""fire"", ""roommate"", ""editor"", ""wheelchair"", ""reference to jack the ripper"", ""police arrest"", ""gramophone"", ""interrogation"", ""employer employee relationship"", ""fainting""]",The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,"[""nm0041172"", ""nm0942039"", ""nm0268225"", ""nm0570451""]","[""nm0002031""]"
tt0024473,https://m.media-amazon.com/images/M/MV5BMGY4ZWFjMTQtZTY2NS00NjcyLWI4NmMtZTkzNzk2MTdiN2ZmXkEyXkFqcGc@._V1_.jpg,7.0,5095,GB,"('en',)","[""king henry viii character"", ""period drama"", ""palace intrigue"", ""king"", ""divorce"", ""extramarital affair"", ""duel"", ""drinking"", ""gambling"", ""england"", ""decapitation"", ""multiple wives"", ""adultery"", ""frenchman"", ""british history"", ""british royal family"", ""deception"", ""sardonic"", ""anti authoritarian"", ""hampton court palace"", ""anne boleyn character"", ""anne of cleaves character"", ""child"", ""jane seymour character"", ""thomas cromwell character"", ""axe grinder"", ""damsel in distress"", ""pre code film"", ""remorse"", ""reprisal"", ""retribution"", ""grief"", ""voracious appetite"", ""violence"", ""1540s"", ""1530s"", ""bare chested man"", ""catherine howard character"", ""catherine parr character"", ""irreverence"", ""satire comedy"", ""laughton and lanchester"", ""wife"", ""16th century england"", ""lucky charm"", ""sword"", ""torture"", ""ritual"", ""fight"", ""making bed"", ""king of england"", ""public execution"", ""royal court"", ""roman numeral in title"", ""european history"", ""fainting"", ""marriage bed"", ""betting"", ""political marriage"", ""diplomacy"", ""hans holbein"", ""reference to famous painting"", ""banquet"", ""lady"", ""lady in waiting"", ""duchess"", ""tower of london"", ""french stereotype"", ""executioner"", ""playing cards"", ""king and queen relationship"", ""drinking wine"", ""burping"", ""pageantry"", ""nursemaid"", ""gluttony"", ""wrestling match"", ""husband wife relationship"", ""painting"", ""marriage"", ""lust"", ""infidelity"", ""henpecked husband"", ""great britain"", ""german"", ""execution"", ""epic"", ""court"", ""card dealer"", ""aristocrat"", ""aging"", ""evil man"", ""16th century"", ""monarchy"", ""royalty"", ""based on true story""]",King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,"[""nm0001452"", ""nm0232196"", ""nm0245579"", ""nm0541766""]","[""nm0466099""]"
tt0024481,https://m.media-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_.jpg,7.5,8904,US,"('en',)","[""queen of sweden"", ""pet dog"", ""peace negotiation"", ""17th century"", ""f rated"", ""character name as title"", ""queen christina of sweden character"", ""eastern europe"", ""eating grapes"", ""country inn"", ""love note"", ""sailing ship"", ""death threat"", ""lesbian subtext"", ""implied sex"", ""canopy bed"", ""man taken hostage"", ""sword duel"", ""death of lover"", ""reference to spain"", ""political drama"", ""epic romance"", ""tearjerker romance"", ""horse and carriage"", ""horse and sleigh"", ""1600s"", ""garbo and gilbert"", ""french ambassador"", ""extortion"", ""title co written by female"", ""female to male cross dressing"", ""angry mob"", ""murdered diplomat"", ""prologue"", ""special envoy"", ""1630s"", ""1640s"", ""harlequin great dane"", ""1650s"", ""spurned lover"", ""innkeeper"", ""love cynic"", ""tragic romance"", ""star crossed lovers"", ""biographical fiction"", ""feminist movie"", ""historical fiction"", ""period drama"", ""costume drama"", ""whirlwind romance"", ""historical romance"", ""snow covered landscape"", ""lost love"", ""spaniard"", ""thirty years' war"", ""girl raised as a boy"", ""coronation"", ""reference to moliere"", ""royal treasurer"", ""reference to oliver cromwell"", ""overhearing a conversation"", ""thaler"", ""portrait on a coin"", ""talking about love"", ""diplomatic attache"", ""palace intrigue"", ""rumor spreading"", ""social discontent"", ""love versus duty"", ""spokesman"", ""love triangle"", ""dying in the arms of one's lover"", ""setting sail"", ""treaty of westphalia"", ""love at first sight"", ""eternal love"", ""pre code film"", ""swedish royalty"", ""love"", ""duck"", ""peasant"", ""honor"", ""duty"", ""snow"", ""spanish envoy"", ""6 year old girl"", ""queen as protagonist"", ""battle of lutzen"", ""xenophobia"", ""henchman"", ""matchmaking"", ""royalty"", ""killed in a duel"", ""forrest"", ""swedish history"", ""challenged to a duel"", ""oil painting"", ""gossip"", ""fortune hunter"", ""king gustavus adolphus""]","Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.","[""nm0001256"", ""nm0318105"", ""nm0445246"", ""nm0832011""]","[""nm0541149""]"
tt0024601,https://m.media-amazon.com/images/M/MV5BZjIyNDJkMTktYWU0OC00OGE2LWFjM2MtODU1ZTM3YzhkMzQyXkEyXkFqcGc@._V1_.jpg,7.5,9923,US,"('en',)","[""laurel and hardy"", ""convention"", ""fake illness"", ""fraternal order"", ""national film registry"", ""henpecked husband"", ""friendship"", ""marriage"", ""neighbor neighbor relationship"", ""veterinarian"", ""chicago illinois"", ""ice pack"", ""squirting flower"", ""paddle"", ""oath"", ""hot water bottle"", ""horse pill"", ""honolulu hawaii"", ""chorus line"", ""black eye"", ""police officer"", ""barometer"", ""deception"", ""illinois"", ""domineering wife"", ""dead duck"", ""doorbell"", ""breaking a vase over someone's head"", ""parade"", ""wallet"", ""disguised voice"", ""punched in the face"", ""pineapple"", ""ukulele"", ""shotgun"", ""throwing dishes at someone"", ""cigarette smoking"", ""wax"", ""farce comedy"", ""buddy comedy"", ""slapstick comedy"", ""practical joke"", ""lightning"", ""fake newsreel"", ""boot"", ""soaking feet"", ""cruise ship"", ""movie theater"", ""manchild"", ""husband wife reltionship"", ""flattery"", ""fraternity"", ""lie"", ""whimpering"", ""slow burn comedic reaction"", ""feigned innocence"", ""husband lies to his wife"", ""locked out of the house"", ""intrigue"", ""nightclub"", ""rainstorm"", ""rain barrel"", ""attic"", ""wax fruit"", ""sinking ship"", ""hula dancer"", ""duck shooting"", ""bon voyage"", ""broken dish"", ""remake"", ""title spoken by character"", ""drunkenness""]","When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.","[""nm0491048"", ""nm0001316"", ""nm0153713"", ""nm0123994""]","[""nm0782682""]"
tt0024803,https://m.media-amazon.com/images/M/MV5BNDNiM2E5MjctOTM0NC00ZmJkLWIyMmYtNzE3MTIwM2I0Y2I2XkEyXkFqcGc@._V1_.jpg,7.2,9635,FR,"('fr',)","[""teacher student relationship"", ""pirate flag"", ""queer"", ""walking on hands"", ""headmaster"", ""france"", ""underground short"", ""dormitory"", ""cigarette smoking"", ""cigar smoking"", ""anarchism"", ""food fight"", ""glue"", ""dinner"", ""skeleton"", ""sleepwalker"", ""schoolyard"", ""plan"", ""charlie chaplin imitation"", ""homosexuality"", ""classroom"", ""animated sequence"", ""prank"", ""tied to a bed"", ""male nudity"", ""frontal nudity"", ""rear nudity"", ""student rebellion"", ""marching"", ""school uniform"", ""misbehaviour"", ""train station"", ""sleepwalking"", ""thief"", ""handstand"", ""peeping tom"", ""kitchen"", ""dining hall"", ""parallel bars"", ""reference to napoleon"", ""teenage boy"", ""school days"", ""experimental short"", ""boys' boarding school"", ""boarding school"", ""boy"", ""smoking"", ""underage smoking"", ""boy wears a nightshirt"", ""boy wears pajamas"", ""boy rear nudity"", ""male frontal nudity"", ""teenage boy nudity"", ""teenage boy full frontal nudity"", ""boy frontal nudity"", ""teenage boy full rear nudity"", ""school"", ""dramedy drama"", ""satire comedy"", ""childhood drama"", ""political allegory"", ""surreal comedy"", ""slapstick comedy"", ""political drama"", ""revolt"", ""flag"", ""principal"", ""surrealism"", ""train"", ""trumpet"", ""rain"", ""part animated"", ""hat"", ""balloon"", ""pillow fight"", ""child smokes a cigarette"", ""roof"", ""title spoken by character"", ""young love"", ""nudity"", ""satire""]","In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.","[""nm0202120"", ""nm0494276"", ""nm0238994"", ""nm0217787""]","[""nm0897118""]"
tt0024844,https://m.media-amazon.com/images/M/MV5BMjYwMzU5MGYtYTQzOC00YWJhLTlhNmQtNDMxMWZjYjVhMzA0XkEyXkFqcGc@._V1_.jpg,7.7,18012,FR,"('fr',)","[""superstition"", ""cat lover"", ""stray cat"", ""human cat relationship"", ""cat"", ""fortune teller"", ""souvenir"", ""wedding procession"", ""gramophone"", ""puppet"", ""captain"", ""old man"", ""tattooed man"", ""dancing"", ""france"", ""canal barge"", ""ship captain"", ""jealous rage"", ""canal ship"", ""honeymoon"", ""newlywed couple"", ""dance hall"", ""street peddler"", ""scuffle"", ""cabin boy"", ""underwater scene"", ""parisian"", ""boat"", ""co written by director"", ""countryside"", ""le havre france"", ""dream imagery"", ""ship cabin"", ""mental depression"", ""drunkenness"", ""nude drawing of a female"", ""second mate"", ""foggy night"", ""jealous husband"", ""husband abandons wife"", ""marriage separation"", ""parisian life"", ""poetic realism"", ""radio broadcast"", ""canal"", ""nice france"", ""riverboat captain"", ""river life"", ""village"", ""window shopping"", ""train ticket"", ""manager"", ""scrap dealer"", ""mechanical toy"", ""marionette"", ""sailor"", ""purse snatcher"", ""music store"", ""song"", ""cleaning house"", ""rom com"", ""romantic drama"", ""young love"", ""satire comedy"", ""romantic comedy"", ""social satire"", ""river adventure"", ""alternative comedy"", ""domestic drama"", ""dark romance"", ""feel good romance"", ""man undresses for a woman"", ""marriage"", ""memento"", ""fog"", ""barge"", ""surrealism"", ""marital problem"", ""husband wife relationship"", ""expressionism"", ""nude photograph"", ""tattoo"", ""city country contrast"", ""paris france"", ""riverboat"", ""penniless""]",Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,"[""nm0663077"", ""nm0202120"", ""nm0546621"", ""nm0498882""]","[""nm0897118""]"
tt0024852,https://m.media-amazon.com/images/M/MV5BN2FjZTI5MjEtOTY1YS00ZjE0LThkOGItMGZlMDc5YzdiNDEyXkEyXkFqcGc@._V1_.jpg,7.1,7870,US,"('en',)","[""forced marriage"", ""toy soldier"", ""sheep"", ""fairy tale land"", ""1930s"", ""toymaker"", ""toyland"", ""psychotronic film"", ""holiday"", ""thanksgiving"", ""santa"", ""crossdressing"", ""crossdresser"", ""drag"", ""transvestite"", ""monster movie"", ""greedy banker"", ""banker"", ""miser"", ""mean boss"", ""financial problems"", ""financial difficulty"", ""bard"", ""sandman"", ""blackmail"", ""foreclosure"", ""toy factory"", ""shepherd"", ""screwball comedy"", ""madcap comedy"", ""boogeyman"", ""reference to the boogeyman"", ""lifting a female into the air"", ""slapstick comedy"", ""operetta musical"", ""christmas movie"", ""holiday romance"", ""holiday movie"", ""fairy tale"", ""santa's workshop"", ""santa clause"", ""serenade"", ""3d"", ""3 dimensional"", ""evil"", ""mortgage"", ""toy comes to life"", ""false accusation"", ""stolen pig"", ""well"", ""lifting someone into the air"", ""young love"", ""wedding"", ""wedding veil"", ""veil"", ""kidnapping"", ""false report of death"", ""bridal veil"", ""shot in the butt"", ""good versus evil"", ""goose"", ""king"", ""monster"", ""santa claus"", ""toy"", ""eviction"", ""soldier"", ""christmas""]","Opposing the evil Barnaby, Stannie Dum and Ollie Dee try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.","[""nm0439852"", ""nm0377766"", ""nm0460901"", ""nm0731095""]","[""nm0576940"", ""nm0736778""]"
tt0024894,https://m.media-amazon.com/images/M/MV5BMzRlNjUzMGQtMGM2MS00ODY0LWI1NjktMjNmY2EyYjdmNmFiXkEyXkFqcGc@._V1_.jpg,6.9,13607,US,"('en',)","[""expressionism"", ""art deco"", ""satanic ritual"", ""black cat"", ""psychiatrist"", ""cult"", ""full moon"", ""flayed alive"", ""murder house"", ""car crash"", ""pipe organ"", ""shadow"", ""skinned alive"", ""preserved corpse"", ""pre code film"", ""karloff and lugosi"", ""sadistic"", ""bus"", ""train"", ""incest"", ""screaming in pain"", ""screaming in fear"", ""satan worship"", ""shot to death"", ""gun"", ""bandage"", ""surrealism"", ""bus driver"", ""scalpel"", ""skinning alive"", ""revenge"", ""cat"", ""human sacrifice"", ""murder"", ""insanity"", ""torture"", ""hostage"", ""explosion"", ""mute servant"", ""color in title"", ""psychotronic film"", ""monster movie"", ""universal monsters"", ""universal classic monster"", ""mad scientist"", ""witchcraft"", ""reanimation"", ""drugged"", ""high"", ""train passenger"", ""newlywed couple"", ""passport"", ""train ride"", ""sharing a train compartment"", ""automobile accident"", ""former prisoner"", ""ex prisoner"", ""rival"", ""nemesis"", ""radio"", ""fear of cats"", ""sedative"", ""narcotic"", ""old rivals"", ""adjoining rooms"", ""robe"", ""war veteran"", ""vengeance"", ""world war one veteran"", ""spiral staircase"", ""reading a book"", ""reference to lucifer"", ""satanic book"", ""father daughter relationship"", ""chessboard"", ""lecher"", ""chess match"", ""playing chess"", ""checkmate"", ""phone out of order"", ""battle of wits"", ""key"", ""satanist"", ""stepfather stepdaughter relationship"", ""married to step daughter"", ""occult"", ""hood"", ""fainting"", ""rescue"", ""ripping off a shirt"", ""switch"", ""train conductor"", ""perfectly preserved dead body"", ""vacation gone wrong"", ""man carries a woman"", ""husband murders his wife"", ""orient express the train"", ""american film directed by a czech director"", ""bare chested man"", ""chess the game""]",American honeymooners in Hungary become trapped in the home of a Satan-worshipping priest when the bride is taken there for medical help following a road accident.,"[""nm0000472"", ""nm0000509"", ""nm0543115"", ""nm0084098""]","[""nm0880618""]"
tt0025164,https://m.media-amazon.com/images/M/MV5BZGIyNzhjN2UtZjllNS00ZDg5LWFkMTgtMGJjYWYwMDQ4NDI3XkEyXkFqcGc@._V1_.jpg,7.4,8976,US,"('en',)","[""1930s"", ""seaside hotel"", ""car crash"", ""wanting a divorce"", ""dancer"", ""art deco"", ""playing cards"", ""beach"", ""singer"", ""aunt niece relationship"", ""music conductor"", ""dancing"", ""astaire and rogers"", ""famous song"", ""tap dancing"", ""screwball comedy"", ""based on broadway musical"", ""american abroad"", ""male dancer"", ""based on stage musical"", ""married woman"", ""adulterous husband"", ""legal advice"", ""rear ending a car"", ""traffic accident"", ""correspondent"", ""song"", ""woman"", ""female pedal pumping"", ""man wears a tuxedo"", ""female singer"", ""trunk"", ""rear ended"", ""hotel bella vista"", ""finger puppet"", ""road closed sign"", ""telegram"", ""searching for a woman"", ""ocean liner"", ""whistling"", ""clothes ripping"", ""driving on a dirt road"", ""forgot wallet"", ""lending a coat"", ""handwriting analysis"", ""fruit basket"", ""appointment"", ""pipe smoking"", ""tea service"", ""kissing in public"", ""coining a word"", ""midnight"", ""shadow"", ""woman wears a one piece swimsuit"", ""playing a concertina"", ""bird in a cage"", ""dance performance"", ""hotel room 216"", ""playing piano"", ""male singer"", ""ankles tied together"", ""divorce"", ""password"", ""lawyer"", ""luggage"", ""dance"", ""brighton england"", ""nightclub"", ""husband wife relationship"", ""marriage"", ""geology"", ""accordion"", ""silhouette"", ""confusion"", ""record player"", ""misunderstanding"", ""musician"", ""pianist"", ""car chase"", ""police officer"", ""porter"", ""london england"", ""chorus line"", ""cruise ship"", ""customs"", ""entertainer"", ""chorine"", ""steamship"", ""orchestra"", ""paris france"", ""marquee"", ""waiter"", ""neon light"", ""singing"", ""mistaken identity"", ""ballroom dancing"", ""attorney"", ""deception"", ""resort"", ""man""]",A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,"[""nm0000001"", ""nm0001677"", ""nm0103567"", ""nm0002143""]","[""nm0762263""]"
